"id","fname_c1","fname_c2","lname_c1","lname_c2","by","bm","bd"
"3465","CHRISTIAN","NA","BECKER","NA","1954","3","23"
"9665","SUSANNE","NA","BECKER","NA","1984","10","4"
"5665","ANNA","NA","WAGNER","NA","1972","5","31"
"3765","HANS","NA","SCHNEIDER","NA","1959","7","2"
"6915","GABRIELE","NA","KLEIN","NA","1999","8","25"
"3165","HORST","NA","MUELLER","NA","1991","9","7"
"9515","BETTINA","NA","RICHTER","NA","1946","11","1"
"4915","GERHARD","NA","WEISS","NA","2008","3","2"
"3665","SVEN","ANDREAS","POHL","NA","1963","7","12"
"1165","ANDREAS","NA","WEBER","NA","1951","11","4"
"8416","SABINE","NA","FISCHER","NA","1926","10","22"
"3565","HORST","NA","SCHMIDT","NA","1980","10","26"
"3065","GERHARD","NA","SCHULZ","NA","1973","6","23"
"1316","HARALD","NA","LANG","NA","1983","2","8"
"8016","KARIN","NA","FISCHER","NA","1962","11","17"
"8316","UTE","NA","HARTMANN","NA","1936","1","15"
"1416","KLAUS","NA","MEYER","NA","1995","5","31"
"9866","INGE","NA","SCHMIDT","NA","1983","7","12"
"3866","MICHAEL","NA","BECKER","NA","1960","11","14"
"4616","JOACHIM","NA","SCHREIBER","NA","1953","2","10"
"6866","RENATE","NA","MAYER","NA","1954","7","6"
"6766","ANJA","NA","KLEIN","NA","1956","7","11"
"7166","ANDREA","NA","KOCH","NA","1992","4","15"
"7066","GISELA","NA","FISCHER","NA","1957","7","23"
"6616","ERIKA","NA","SCHOLZ","NA","1948","6","16"
"4516","WERNER","NA","SCHMIDT","NA","1953","6","24"
"4216","INGO","NA","LEHMANN","NA","1980","8","17"
"8216","MARTINA","NA","MEIER","NA","1941","9","2"
"2016","CARSTEN","NA","KRAUSE","NA","1939","9","26"
"4116","PATRICK","NA","HUBER","NA","1974","10","9"
"6216","HELGA","SILKE","SAUER","NA","1929","10","6"
"3716","GUENTHER","NA","MARTIN","NA","1968","5","26"
"166","THORSTEN","NA","MOELLER","NA","1965","2","24"
"8116","ANNA","BIRGIT","SCHMID","NA","1999","11","16"
"5366","INGE","NA","BECK","NA","1968","8","24"
"6366","MARION","NA","STEIN","NA","1989","2","18"
"3916","FRITZ","NA","FISCHER","OTTO","1965","3","1"
"1716","KLAUS","NA","BECKER","NA","1997","5","14"
"2216","GERHARD","NA","GUENTHER","NA","1927","2","21"
"1816","JOHANNES","NA","RICHTER","NA","1964","7","14"
"5216","MARIA","NA","FUCHS","NA","1929","12","12"
"216","KLAUS","NA","SCHULZ","NA","1927","4","25"
"316","UWE","THOMAS","GROSS","NA","1963","12","18"
"16","THORSTEN","NA","LANGE","NA","1965","3","29"
"8866","HILDEGARD","NA","NEUMANN","NA","1956","6","17"
"5616","SILKE","NA","SCHNEIDER","NA","1948","12","9"
"2316","RAINER","NA","RICHTER","NA","1977","4","16"
"8766","ANGELIKA","NA","FRANK","NA","1954","3","10"
"416","HELMUT","NA","RICHTER","NA","1941","5","21"
"516","UWE","NA","HARTMANN","NA","2007","8","22"
"5766","HILDEGARD","NA","MUELLER","NA","1978","10","21"
"1466","RUDOALF","NA","FRIEDRISCH","NA","2002","4","15"
"816","PAUL","NA","BUSCH","NA","1994","6","24"
"4766","BERND","NA","WEISS","NA","1962","11","2"
"7216","SABINE","NA","MEYER","NA","2007","1","30"
"1066","GUENTHER","WOLFGANG","KUHN","NA","1963","8","6"
"916","HANS","NA","SCHMIDT","NA","1942","10","23"
"7316","ANNA","NA","SCHNEIDER","NA","1982","4","7"
"2966","MICHAEL","NA","HOFMANN","NA","1964","4","12"
"716","CHRISTIAN","NA","BERGMANN","NA","1937","1","26"
"7616","CLAUDIA","NA","SCHMIDT","NA","1978","5","2"
"7716","HANNELORE","NA","FISCHER","NA","1925","3","20"
"616","DIRK","NA","MEYER","NA","2007","12","15"
"5916","HELGA","NA","FISCER","NA","1939","11","29"
"116","FRANK","NA","SCHULZ","NA","1959","5","18"
"3966","GUENTHER","NA","STEIN","NA","1961","1","27"
"8466","KERSTIN","NA","MUELLER","NA","1962","6","2"
"4966","CHRISTOPH","NA","SCHMIDT","NA","1964","8","21"
"8366","KARIN","NA","OTTO","NA","2007","3","27"
"3616","JENS","NA","KUEHN","NA","1965","1","21"
"66","DENNIS","NA","KRAUSE","NA","1997","8","15"
"2366","KLAUS","NA","DIETRICH","NA","1947","8","15"
"8066","MONIKA","ELKE","FISCHER","NA","1956","10","12"
"9066","CHRISTINE","NA","LUDWIG","NA","1950","6","25"
"5116","KATHARINA","NA","HOFFMANN","NA","1985","4","22"
"4366","BENJAMIN","NA","ZIMMERMANN","NA","1961","7","28"
"3816","KURT","NA","WAGNER","NA","1970","8","30"
"2666","GERHARD","NA","GUENTHER","NA","1985","12","28"
"2466","CHRISTIAN","NA","HOFFMANN","NA","1966","10","14"
"4266","DENNIS","NA","MEYER","NA","2002","12","2"
"9216","RENATE","NA","MEIER","NA","1950","3","13"
"2566","FRANK","NA","SCHMID","NA","1956","8","31"
"5316","HEIDI","NA","ZIEGLER","NA","1951","2","14"
"2116","HELMUT","NA","BECKER","NA","1994","3","13"
"4166","CARSTEN","NA","RICHTER","NA","1931","11","14"
"9316","BIRGIT","NA","KRAUSE","NA","1995","3","28"
"3266","HEINZ","NA","SCHULZ","NA","1979","2","18"
"7866","RENASTE","NA","OTTO","NA","1943","8","29"
"8516","HELGA","NA","SCHNEIDER","NA","1962","7","28"
"966","GUENTHER","NA","HARTMANN","NA","1931","2","23"
"866","KAI","NA","LANGE","NA","1949","2","8"
"7966","HILDEGARD","NA","WINKLER","NA","1964","2","14"
"8616","KARWIN","NA","MEYER","NA","1950","5","12"
"5716","KARIN","NA","MEYER","NA","1939","4","28"
"8816","MARION","NA","KOERTIG","NA","1967","10","2"
"4466","MICHAEL","NA","SCHMIDT","NA","1954","11","27"
"5516","CLAUDIA","NA","SCHNEIDER","NA","1959","7","6"
"9716","TANJA","NA","LEHMANN","NA","2007","10","27"
"7766","CLAUDIA","NA","SCHULZE","NA","1940","9","9"
"8716","SUSANNE","NA","SCHMIDT","NA","1970","8","10"
"7566","HILDEGARD","NA","WEISS","NA","1945","9","27"
"4866","PETER","NA","FRIEDRICH","NA","1933","10","1"
"7666","ELKBE","NA","LUDWIG","NA","1981","3","28"
"7466","MONIKA","NA","SCHULTE","NA","1978","5","3"
"3366","SVEN","NA","JUNG","NA","1974","7","6"
"2866","ANDREAS","NA","WALTER","NA","1935","4","12"
"466","MATTHIAS","NA","BECKER","NA","1940","7","17"
"7266","RENATE","NA","HORN","NA","1994","11","18"
"8916","BIRGIT","NA","WAGNER","NA","1947","11","13"
"566","HELMUT","NA","HOFFMANN","NA","1981","7","21"
"4666","MARTIN","NA","MOELLER","NA","1950","2","9"
"4066","TIM","NA","SCHMIDT","NA","2005","7","18"
"9466","KATHRIN","NA","BECKER","NA","1955","8","19"
"7366","ANGELIKA","NA","VOIGT","NA","1959","4","27"
"5166","ERIKA","NA","WEISS","NA","2007","9","15"
"6166","SABINE","NA","KOCH","NA","1966","2","1"
"6416","BRIGITTE","NA","MEIER","NA","1940","9","11"
"5016","PETRA","NA","SCHULZE","NA","1925","3","10"
"6966","WALTRAUD","NA","NEUMANN","NA","1964","4","10"
"6566","BRIKTTA","NA","MEYER","NA","1945","2","2"
"4316","JUERGEN","NA","SCHREIBER","NA","1944","5","23"
"4416","PETER","NA","KELLER","NA","2008","8","7"
"9916","CHRISTINE","GISELA","MUELLER","NA","1956","11","2"
"6016","GERDA","NA","GROSS","NA","1963","6","23"
"1616","SVEN","NA","SCHAEFER","NA","1930","1","28"
"2166","GUENTHER","NA","SCHOLZ","NA","1963","9","17"
"1516","ANDREAS","NA","WEBER","NA","1965","12","30"
"3216","JAN","NA","MARTIN","NA","1968","12","13"
"7516","CHRISTA","NA","HERRMANN","NA","1943","7","2"
"9366","ANNA","NA","BAUMANN","NA","1983","4","16"
"5416","JOHANNA","NA","SCHWARZ","NA","2005","12","9"
"2266","STEFAN","NA","SCHMIDT","NA","1998","5","11"
"2766","CHRISTIAN","NA","BECKER","NA","1954","3","2"
"7416","ANNA","NA","KAISER","NA","1952","11","23"
"3316","ALEXANDER","NA","KOCH","NA","1956","7","25"
"3516","THOMAS","NA","SCHMID","NA","1955","1","21"
"1916","STEFAN","NA","BAUER","NA","1998","9","2"
"9166","ELKE","NA","ENGEL","NA","1980","6","28"
"3416","MATTHIAS","NA","FISCHER","NA","1997","6","23"
"1266","DIETER","NA","MEYER","NA","1991","11","4"
"4016","ANDREAS","NA","SCHMIDT","NA","1944","3","21"
"5966","CHRISTTEL","NA","MAIER","NA","1966","6","12"
"8566","GISELA","NA","WEBER","NA","1979","12","25"
"6816","HELGA","NA","SCHMIDT","NA","1973","9","6"
"3116","DIETER","NA","SCHMITZ","NA","1954","8","8"
"7116","GABRIELE","NA","ROTH","NA","1994","7","30"
"5566","ANDREA","NA","BRAUN","NA","1969","11","11"
"9616","INGEBORG","NA","SCHULZ","NA","1956","10","5"
"1116","DIETER","NA","BOEHM","NA","1966","9","16"
"6666","MARIA","NA","MUELLER","NA","1956","8","10"
"8666","SABINE","NA","FISCHER","NA","1943","2","9"
"4566","KLAUS","NA","KOCH","NA","1965","8","29"
"7916","ANNA","NA","FRANK","NA","1964","8","17"
"3016","WERNER","NA","LANG","NA","1939","7","23"
"9566","KARIN","NA","WINTER","NA","1954","3","17"
"9766","CHRISTINA","NA","WOLFF","NA","1952","6","5"
"7816","ANNA","NA","MUELLER","NA","1969","12","20"
"4816","WERNER","NA","VOGEL","NA","1956","8","14"
"9416","UTE","NA","SCHULZ","NA","1942","7","16"
"5066","ERIKA","NA","MUELLER","NA","2007","4","3"
"1766","JENS","NA","PETHERS","NA","1971","12","29"
"9966","CHRISTA","NA","SCHMIDT","NA","1939","2","7"
"5816","ANDREA","NA","SCHAEFER","NA","1960","5","17"
"6466","ANDREA","NA","PFEIFFER","NA","1968","5","26"
"2916","GERHARD","NA","SCHOLZ","NA","1936","5","5"
"8966","BRIGITTE","NA","LANG","NA","1992","12","16"
"6266","WALTRAUD","NA","WAGNER","NA","1955","12","11"
"6516","UTE","ANDREA","BECKER","NA","1938","4","30"
"2816","PETER","NA","WAGNER","NA","2002","4","21"
"1866","ROLF","NA","HOFFMANN","NA","1964","2","22"
"1666","JUERGEN","NA","VOIGT","NA","1971","3","4"
"8166","JUTRTA","NA","SCHNEIDER","NA","2001","8","29"
"6066","RENATE","NA","MARTIN","NA","1985","9","10"
"6316","INGEBORG","NA","HOFMANN","NA","1988","10","26"
"1566","WOLFGANG","NA","WEBER","NA","1984","3","6"
"6116","KERSTIN","NA","ZIMMERMANN","NA","1992","8","14"
"8266","GERDA","NA","VOGEL","NA","1958","9","13"
"2066","MICHAEL","NA","WEBER","NA","1970","10","22"
"2616","GERHARD","NA","KRAUS","NA","1966","7","13"
"2716","THOMAS","NA","SCHREIBER","NA","1930","3","28"
"9816","MARTHA","NA","BERGER","NA","1990","3","25"
"5266","HELGA","NA","KRAUSE","NA","1980","6","27"
"2516","ANDREAS","NA","SCHUMACHER","NA","1989","2","9"
"2416","ANDRUEAS","RALF","KOEHLER","NA","1958","7","29"
"9116","CHRISTINA","NA","MUELLER","NA","2002","11","20"
"9016","BRIGITTE","NA","MUELLER","NA","1981","2","15"
"1166","HANS","NA","KOCH","NA","1984","8","30"
"766","RUDOLF","NA","LORENZ","NA","1991","8","4"
"666","DIETER","NA","LANG","NA","1972","9","26"
"9266","ANJA","NA","SCHMKDT","NA","1935","4","11"
"5466","RENATE","NA","SCHNEIDER","NA","1983","9","27"
"366","HEINZ","NA","FISCHER","NA","1980","4","26"
"1366","GERHARD","SVEN","MUELLER","NA","1942","12","12"
"266","HOLGER","HEINRICH","FUCHS","NA","1929","12","2"
"5866","RENATE","NA","WERNER","NA","1939","11","19"
"6716","HELGA","NA","FRIEDRICH","NA","1938","1","23"
"7016","HELGA","NA","SCHMIDT","NA","1934","1","9"
"4716","STEFAN","NA","FRANKE","NA","1952","5","7"
"1966","ALEXANDER","NA","HARTMANN","NA","2008","11","24"
"1016","JUERGEN","NA","SCHUSTER","NA","1968","11","21"
"9666","GERTRUD","NA","BECKER","NA","1982","1","12"
"1216","WOLFGANG","NA","VOIGT","NA","1986","4","30"
"3466","KARL","NA","THOMAS","NA","1981","7","23"
"3766","RUEDIGER","NA","LANGER","NA","1941","12","20"
"5666","BARBARA","NA","BECK","NA","1955","1","28"
"3166","UWE","NA","MUELLER","KRAEMER","1966","8","9"
"6916","SUSANNE","NA","BAUER","NA","1930","3","31"
"3066","ANDREAS","NA","WEBER","NA","1952","10","17"
"9516","STEFANIE","NA","MOELLER","NA","1936","11","28"
"3566","JOACHIM","NA","HERRMANN","NA","1961","11","7"
"4916","STEFAN","NA","PETERS","NA","1985","4","3"
"3666","WALTER","NA","MUELLER","NA","1964","1","31"
"1317","FRANK","NA","MUELLER","NA","1995","2","17"
"8417","BRIGITTE","NA","KOCH","NA","1967","2","25"
"1417","WILLI","NA","KOEHLER","NA","1980","9","10"
"8317","KARIN","NA","ZIEGLER","NA","1970","5","31"
"8017","JULIA","NA","BAUER","NA","1958","9","17"
"6867","KERSTIN","NA","FRIEDRICH","NA","1929","11","27"
"3867","JAN","NA","BECKER","NA","1933","4","7"
"7167","JOHANNA","NA","SAUER","NEUMANN","1969","11","5"
"6767","KARIN","NA","LANGE","NA","1976","11","1"
"7067","PETRA","NA","BECKER","NA","1969","7","1"
"4517","WERNER","ANDREAS","SCHULZE","NA","1951","10","26"
"8217","GABRIELE","NA","PFEIFFER","NA","1989","3","18"
"4617","HELMUT","NA","SCHWARZ","NA","1950","3","19"
"6617","KARIN","NA","FRIEDRICH","NA","2006","10","22"
"4217","DIETER","NA","MUELLER","NA","1979","12","11"
"2017","RAINER","NA","VOGEL","NA","2001","6","19"
"6217","SABINE","NA","KOERTIG","NA","1946","6","28"
"4117","STEFAN","NA","ROTH","NA","1946","9","21"
"8117","KARIN","NA","BAUER","NA","1993","6","5"
"5367","GISELA","NA","SCHMID","NA","1952","6","17"
"3717","CHRISTIAN","NA","MUELLER","NA","1959","3","29"
"167","SVEN","NA","MUELLER","NA","1969","2","9"
"1717","THOMAS","NA","KELLER","NA","2002","1","24"
"3917","WERNER","NA","KLEIN","NA","1977","6","21"
"6367","SABINE","NA","MAYER","NA","1951","8","3"
"9867","SABINE","NA","WEBER","NA","1977","12","23"
"8867","HANNELORE","NA","SCHULZ","NA","1970","2","21"
"2217","HORST","NA","SCHMIDT","NA","1925","5","22"
"1817","PETER","NA","MARTIN","NA","1935","8","22"
"5217","BIRGIT","NA","FRANKE","NA","1956","5","14"
"17","KURT","NA","MUELLER","NA","1966","9","12"
"317","THOMAS","NA","SCHMID","NA","1993","3","5"
"2317","JUERGEN","KLAUS","SCHUSTER","NA","1998","12","28"
"217","KARL","NA","HOFFMANN","NA","1985","2","11"
"5617","ERIKA","NA","MUELLER","NA","1978","7","29"
"417","JUERGEN","NA","MUELLER","NA","1956","3","7"
"1067","STEFAN","NA","SCHNEIDER","NA","1970","10","29"
"4367","MATTHIAS","NA","SCHWARZ","NA","1940","1","9"
"517","FRANK","NA","JUNG","NA","1976","1","29"
"4767","WALTER","NA","SCHREIBER","NA","1998","2","22"
"1467","WOLFGANG","NA","KRUEGER","NA","1986","4","20"
"5767","INGE","NA","HAAS","NA","1948","6","25"
"7217","URSULA","NA","SCHNEIDER","NA","1980","10","22"
"817","SEBASTIAN","NA","SCHNEIDER","NA","2007","9","30"
"917","HORST","NA","MUELLER","NA","2001","2","20"
"7317","BEATE","NA","SCHULZ","NA","1967","1","12"
"7617","GISELA","NA","SCHMITZ","NA","1963","8","2"
"717","DANIEL","NA","BRAUN","NA","1969","4","22"
"617","JUERWGEN","NA","KELLER","NA","1950","9","5"
"7717","ILSE","NA","SCHUBERT","NA","1935","8","14"
"2967","CHRISTOPH","NA","GUENTHER","NA","1986","5","1"
"5917","SABINE","NA","MUELLER","NA","1988","6","28"
"117","CHRISTOPH","NA","GUENTHER","NA","1986","5","8"
"3967","MARTBIN","NA","HAHN","NA","1943","3","30"
"8467","CLAUDIA","PETRA","KRAUSE","NA","1956","12","28"
"4967","DIETER","NA","HORN","NA","1926","8","27"
"8367","ILSE","NA","VOIGT","NA","1983","1","6"
"67","WALTER","HEINZ","SCHREIBER","NA","1978","5","27"
"3617","HEINZ","NA","KELLER","NA","1935","11","3"
"5117","ILSE","NA","KOEHLWR","NA","1947","11","28"
"2367","JOERG","NA","VOGEL","NA","1963","12","29"
"9067","KARIN","NA","WINTER","NA","1939","1","14"
"8067","BRIGITTE","NA","WINTER","NA","1994","8","29"
"3817","ALEXANDER","NA","KOEHLER","NA","1939","3","18"
"2467","HEINZ","NA","BECKER","NA","1967","2","10"
"2667","FRANK","NA","FRIEDRICH","NA","1966","5","25"
"4267","WOLFGANG","NA","HAHN","NA","1982","1","8"
"9217","ANDREA","NA","FUCHSR","NA","1938","10","5"
"2567","KURT","NA","LUDWIG","NA","1959","11","26"
"2117","WALTER","NA","OTTO","NA","1948","12","25"
"5317","GERDA","NA","WERNER","NA","2004","4","19"
"4167","MATTHIAS","NA","MUELLER","NA","1944","8","12"
"5717","PETRA","NA","VOGEL","NA","1971","6","10"
"7867","URSUELA","NA","KRAUSE","NA","1973","2","24"
"8517","CHRISTA","NA","WALTER","NA","1963","7","5"
"9317","EVA","NA","LANG","NA","1982","2","1"
"967","MARKUS","NA","ZIEGLER","NA","1961","1","1"
"8617","CLAUDIA","KARIN","MUELLER","NA","1987","4","1"
"867","ERNST","NA","HOFMANN","NA","1996","2","3"
"7967","BARBARA","NA","SCHMIDT","NA","1975","3","31"
"9717","SANDRA","CHRISTA","SCHNEIDER","NA","1964","11","2"
"8817","SILVIA","SANDRA","BAUMANN","NA","1990","8","2"
"7767","BRIGITTE","NA","BERGER","NA","1944","8","7"
"5517","URSULA","NA","SCHAEFER","NA","1997","21","25"
"4467","WERNER","NA","MEIER","NA","1949","4","24"
"7667","IRMGARD","NA","BAUER","NA","1988","9","17"
"8717","SABINE","CHRISTA","SCHOLZ","NA","1979","7","2"
"4867","OLIVER","NA","LUDWIG","NA","1991","4","21"
"7567","KARIN","NA","MUELLER","NA","1933","7","3"
"7467","STEFANIE","NA","MUELLER","NA","1992","7","23"
"7267","CHRISTEL","NA","SCHAEFER","NA","1948","11","19"
"2867","MICHAEL","NA","MUELLER","NA","1952","5","13"
"467","FRANK","NA","KRUEGER","NA","1952","8","5"
"3367","HANS","NA","BRMUN","NA","1970","6","3"
"9467","ANGELIKA","NA","LUDWIG","NA","1988","1","11"
"8917","MARTINA","NA","WOLF","NA","1927","5","11"
"567","HOLGER","NA","JUNG","NA","1986","5","19"
"4667","ROLF","NA","WINTER","NA","1964","3","7"
"4067","ROLF","NA","SCHROEDER","NA","1957","10","13"
"7367","CLAUDIA","NA","MUELLER","NA","1985","8","29"
"6017","CHRISTINE","NA","SCHWSRZ","NA","1930","5","31"
"6167","KERSTIN","NA","WAGNER","NA","1940","9","27"
"3267","HARTMUT","NA","SCHULZ","NA","2002","9","16"
"5017","BRIGITTE","NA","KOERTIG","NA","1998","2","8"
"5167","EVA","NA","ZIEGLER","NA","1980","2","27"
"6967","MONIKA","NA","SCHROEDER","NA","1956","12","29"
"6417","INGE","NA","KOERNIG","NA","1972","4","10"
"4317","ERNST","NA","KOCH","NA","1981","10","28"
"4417","GUENTHER","NA","FRANK","NA","1965","11","3"
"9917","INGRID","NA","SCHMID","NA","1957","5","24"
"1617","SVEN","NA","OTTO","NA","1984","1","20"
"1517","THOMAS","NA","KRUEHER","NA","1964","1","27"
"7517","LIESELOTTE","NA","WEBER","NA","1950","9","30"
"9367","SUSANNE","NA","WEBER","NA","1948","10","19"
"3217","RAINER","NA","GROSS","NA","1950","1","22"
"5417","SILVIA","NA","SCHMID","NA","1992","12","28"
"2167","GUENKTHER","NA","SCHUSTER","NA","1956","5","30"
"2267","HEINZ","NA","KRAEMER","NA","1965","1","17"
"1917","WERNER","NA","HUBER","NA","1990","12","13"
"2767","JUERGEN","NA","SCHMIDT","NA","1959","1","24"
"3317","GUENTHER","NA","BERGER","NA","1961","1","13"
"3417","GEORG","NA","KRUEGER","NA","1978","4","26"
"9167","INGRID","NA","BAUER","NA","1997","7","13"
"3517","HELMUT","NA","KRAUS","NA","1995","2","28"
"7417","ERIKA","NA","MEYER","NA","2006","10","4"
"4017","HANS","NA","MUELLER","NA","1990","7","15"
"1267","PATRICK","NA","FUCHS","NA","1964","5","11"
"5967","ILSE","NA","WEBER","NA","1943","4","18"
"3117","HERMANN","NA","ZIMMERMANN","NA","1957","9","3"
"8567","GERTRUD","NA","MUELLER","NA","1964","7","11"
"6567","RENATE","NA","SCHNEIDER","NA","1893","4","12"
"9617","ANDREA","NA","HOFFMANN","NA","1987","12","26"
"5567","ANDREA","NA","WERNER","NA","2005","10","18"
"6817","KATHRIN","NA","MEYER","NA","1940","7","7"
"8667","GERTRUD","NA","WAGNER","NA","1979","9","14"
"6667","MARTINA","NA","BRAUN","NA","1973","6","15"
"4567","CHRISTOPH","NA","SCHMIDT","NA","1944","9","29"
"1117","JUERGEN","NA","FUCHS","NA","1961","5","17"
"9567","URSULA","NA","MUELLER","NA","1964","12","23"
"3017","GUENTHER","NA","PFEIFFER","NA","1966","12","2"
"4817","THORSTEN","NA","JAEGER","NA","1944","4","5"
"9767","ELFRIEDE","NA","SCHAEFER","NA","2000","7","15"
"5817","RENATE","NA","HERRMANN","NA","1987","4","30"
"7817","MONIKA","NA","WEBER","NA","1991","2","9"
"9417","ANGELIKA","NA","HUBER","NA","1969","6","5"
"7917","NICOLE","NA","WEBER","NA","1934","12","7"
"9967","REGINA","NA","WEMNER","NA","1931","2","21"
"1867","HEINZ","NA","WINKLER","NA","1965","12","7"
"1767","SVEN","NA","KRAUSE","NA","1989","6","15"
"6467","RENATE","NA","PETERS","NA","1960","1","8"
"8967","RENATE","NA","SCHULTE","NA","2008","8","16"
"2917","WOLFGANG","NA","SCHULZE","NA","1961","4","23"
"5067","KARIN","NA","MARTIN","NA","1938","4","5"
"8767","ANDREA","NA","SCHMIDT","NA","1258","4","27"
"2817","THOMAS","NA","KRAUSE","NA","1938","4","4"
"6267","GERTRUD","NA","WOLFF","NA","2003","4","28"
"6317","ERIKA","NA","JUNG","NA","1988","1","24"
"6517","ERIKA","NA","SCHWARZ","NA","1991","8","9"
"7117","ANNA","NA","BAUER","NA","1955","7","9"
"1667","SVEN","NA","KOCH","NA","1970","11","1"
"6067","INGEBORG","NA","MEYER","NA","1991","1","29"
"8167","MANUELA","NA","WOLF","NA","1981","9","30"
"6117","MARGARETE","NA","BRAUN","NA","1989","9","6"
"1567","KURT","NA","HARTMANN","FRANK","2007","2","22"
"5267","KAETHE","NA","NEUMANN","NA","1963","11","21"
"8267","BAERBEGL","ANNA","SCHMIDT","NA","1972","9","1"
"2067","CARSTEN","NA","MUELLER","NA","1958","11","12"
"2617","THOMAS","NA","SCHUSTER","NA","1936","5","18"
"2717","MICHAEL","NA","SCHOLZ","NA","1957","12","1"
"9817","GISELA","NA","LEHMANN","NA","1966","1","8"
"9117","KARIN","NA","MUELLRR","NA","1974","2","9"
"2417","DIETER","NA","MAYER","NA","1955","3","10"
"9017","ERIKA","NA","LORENZ","NA","1980","2","25"
"2517","MATTHIAS","JUERGEN","WEBER","NA","1969","7","27"
"1167","HEINRICH","NA","BAUER","NA","1967","7","12"
"9267","ANDREA","NA","SAUER","NA","1934","3","8"
"767","RUDOLF","NA","MUELLER","NA","1939","8","21"
"667","FRANK","NA","SCHNEIDER","NA","1937","11","17"
"367","ANDREAS","NA","HEINRICH","NA","1947","9","6"
"5867","GERTRUD","NA","STEIN","NA","1954","2","2"
"1367","ANDREAS","NA","WALTER","NA","1948","11","9"
"267","CHRISTIAN","RENE","DIETRICH","NA","1952","7","12"
"7017","KIRSTEN","NA","KLEIN","NA","1935","8","29"
"6717","GISELA","NA","SOMMER","NA","2008","5","15"
"4717","GUENTHER","NA","BAUER","NA","1961","9","15"
"1967","JUERGEN","NA","HERRMANN","NA","1969","12","14"
"1017","MARKUS","NA","BOEHM","NA","1976","12","4"
"5467","HILDEGARD","NA","MUELLER","NA","1961","11","1"
"9667","INGE","NA","ZIMMERMANN","NA","1957","9","18"
"3767","JUERGEN","NA","NEUMANN","NA","1957","6","4"
"1217","HEINZ","NA","MUELLER","NA","1968","5","17"
"3467","LARS","NA","BECKER","NA","1988","8","16"
"5667","CHRISTINA","NA","SCHNEIDER","NA","1948","1","21"
"6917","MARIANNE","NA","KOCH","NA","1970","5","30"
"3167","WERNER","NA","VOIGT","NA","1971","2","11"
"3667","HEINZ","NA","DIETRICH","NA","1995","7","1"
"3067","JAN","NA","BECK","NA","1924","12","15"
"3567","MARCO","NA","PFEIFFER","NA","1942","6","7"
"9517","JUTTA","NA","POHL","NA","2001","12","3"
"1318","ANDREAS","NA","SCHNEIDER","NA","2007","8","4"
"4917","KAI","FRANK","LEHMANN","NA","1964","11","20"
"8018","LIESELOTTE","NA","KLEIN","NA","1976","2","16"
"3868","BERNHARD","NA","SCHROEDER","NA","2004","1","2"
"8318","ANNA","NA","KRAUSE","NA","1970","10","25"
"8418","ANDREA","NA","SCHULTE","NA","1992","6","30"
"5368","SANDRA","NA","MOELLER","NA","1940","11","7"
"8118","CHRISTA","NA","WALTER","NA","1972","5","11"
"6868","RENATE","NA","VOGEL","NA","1937","1","1"
"1418","GUENTHER","UWE","MEYER","NA","1949","12","4"
"6768","ANGELIKA","NA","SCHULZ","NA","1947","7","24"
"7068","PETRA","NA","SCHNEIDER","NA","1954","10","24"
"8218","URSULA","NA","WALTER","NA","1999","9","10"
"7168","MONIKA","NA","FUCHS","NA","1928","6","17"
"4618","STEFAN","WILHELM","SCHMITZ","NA","1999","6","2"
"4218","HORST","NA","BOEHM","NA","1981","10","12"
"2018","MICHAEL","NA","FJCHS","NA","1966","5","17"
"4518","BERND","RALF","BERGMANN","NA","1956","5","26"
"6618","BRIGITTE","NA","LORENZ","NA","1973","9","11"
"4118","MANFRED","NA","SCHNEIDER","NA","1956","4","25"
"6218","MARIWON","NA","ZIMMERMANN","NA","1961","12","20"
"3718","THOMAS","NA","BERGMANN","NA","1975","12","31"
"168","ANDREAS","NA","RICHTER","NA","1944","7","6"
"1718","SVEN","KLAUS","MEYER","NA","1929","9","7"
"3918","HELMUT","NA","KLEIN","NA","2006","8","10"
"9868","MONIKA","NA","RICHTER","NA","2000","4","29"
"6368","ANGELIKA","NA","SCHULZ","NA","1999","3","6"
"5218","ELISABETH","NA","HUBER","NA","1948","1","25"
"8868","BIRGIT","NA","KRAUSE","NA","1962","6","30"
"2218","MANFRED","NA","PETERS","NA","1974","3","19"
"6468","SABINE","NA","SCHMIDT","NA","1942","3","29"
"1818","REINHARD","NA","SCHMIDT","NA","1956","11","14"
"318","ANDREAS","NA","WEBER","NA","1967","2","21"
"2318","JOERG","NA","SCHAEFER","NA","1994","3","14"
"5618","HELGA","NA","SCHMIDT","NA","1967","10","7"
"218","JAN","NA","MAYER","NA","1957","2","6"
"418","ANDREAS","NA","SCHMITT","NA","1961","8","24"
"1068","HELMAUT","NA","MAYER","NA","1965","7","23"
"4368","JUERGEN","NA","HARTMANN","NA","1969","5","1"
"918","STEFAN","NA","WAGNER","NA","1962","4","24"
"518","DENNIS","NA","LANGE","NA","1998","5","15"
"4768","STEFAN","NA","HORN","NA","1940","6","5"
"1468","FRANK","NA","KUHN","NA","1978","12","8"
"7218","CHRISTINE","HILDEGARD","LORENZ","NA","2003","11","28"
"818","MARTIN","NA","KLEIN","NA","1978","3","1"
"5768","MONIKA","NA","HERRMANN","NA","1945","1","10"
