                          Output from Link Plus Version 2.0 Sun Dec 27 03:27:32 2015

C:\RegPlus\LinkPlus\Configuration\rRLdata10000.cfg
Data = C:\RegPlus\LinkPlus\data\RLdata10000c.csv
Number of Records = 10000

                                             Linking Process
Direct method is employed
Cutoff Value=10.0

Field for Blocking
dummy

                                         Matching Parameters
           Matching Field   m-prob   u-prob      agree   disagree     matching method
                 fname_c1  0.96000  0.00956    4.19604   -2.92121           first name
                 fname_c2  0.96000  0.86719    0.09254   -1.09229           first name
                 lname_c1  0.97000  0.01723    3.66885   -3.17599            last name
                 lname_c2  0.97000  0.97000    0.00000    0.00000            last name
                       bd  0.95000  0.03268    3.06731   -2.69659       generic string
                       bm  0.95000  0.08309    2.21787   -2.64788       generic string
                       by  0.95000  0.01263    3.93276   -2.71527       generic string
Cutoff Value=10.0

m-prob: The probability that a matching variable agrees given that the comparison pair being examined is a match
u-prob: The probability that a matching variable agrees given that comparison pair being examined as a non-match
agree: The agreement weight assigned for an agreement on a given matching variable
disagree: The disagreement weight assigned for a disagreement on a given matching variable
matching method: The method used for computing the weight on a given matching variable.

                                                Match Report
Sorted by score descently (higher score, higher likelihood of being a matched pair)
                                   Number of Matched Pairs =     898

Linkage ID	Set ID	Record #	   id	  fname_c1	  fname_c2	   lname_c1	  lname_c2	bd	bm	  by	 Class	 Score
       126	   772	    2700	 2700	     HORST	   ANDREAS	       KOCH	        NA	25	12	1979	     0	  17.0

       127	   771	    7803	 7803	  IRMGATRD	     MARIA	  SCHNEIDER	        NA	 9	 8	1942		
       127	   771	    8112	 8112	   IRMGARD	     MARIA	  SCHNEIDER	        NA	 9	 8	1942	     0	  17.0

       128	   770	     422	  422	  MANFRESD	        NA	      FUCHS	        NA	18	 7	1956		
       128	   770	    3003	 3003	   MANFRED	        NA	      FUCHS	        NA	18	 7	1956	     0	  16.9

       129	   769	    7359	 7359	      ILSE	        NA	     WAGNER	        NA	21	 1	1986		
       129	   769	    8127	 8127	     ILSEO	        NA	     WAGNER	        NA	21	 1	1986	     0	  16.9

       130	   768	    4753	 4753	   HERMANN	        NA	   ALBRECHT	        NA	12	11	1943		
       130	   768	    4991	 4991	   HERMANN	        NA	   ALBREVHT	        NA	12	11	1943	     0	  16.8

       131	   767	    2255	 2255	     MARCO	        NA	    SCHMLID	        NA	10	 7	1961		
       131	   767	    4151	 4151	     MARCO	        NA	     SCHMID	        NA	10	 7	1961	     0	  16.8

       132	   766	    2433	 2433	  JUERGDEN	        NA	     LORENZ	        NA	18	 3	1950		
       132	   766	    4797	 4797	   JUERGEN	        NA	     LORENZ	        NA	18	 3	1950	     0	  16.8

       133	    35	     438	  438	    DIETER	        NA	      MEYER	        NA	17	12	1953		
       133	    35	    4535	 4535	    DIETER	        NA	      MEYER	        NA	17	12	1959	     0	  16.8

       134	   764	    2547	 2547	      RENE	        NA	     BERGER	      JUNG	23	 9	1450		
       134	   764	    3702	 3702	      RENE	        NA	     BERGER	      JUNG	23	 9	1950	     0	  16.8

       135	   763	    8680	 8680	     ILSVE	        NA	     SCHOLZ	        NA	21	 7	1949		
       135	   763	    9011	 9011	      ILSE	        NA	     SCHOLZ	        NA	21	 7	1949	     0	  16.8

       136	   762	    2533	 2533	     KARZL	        NA	   ALBRECHT	        NA	15	 8	1953		
       136	   762	    2833	 2833	      KARL	        NA	   ALBRECHT	        NA	15	 8	1953	     0	  16.7

       137	   761	    1061	 1061	    VOLKER	        NA	     SOMMER	        NA	30	10	1973		
       137	   761	    4443	 4443	    VOLKER	        NA	     SOMNER	        NA	30	10	1973	     0	  16.7

       138	   760	    8804	 8804	   DANIELA	        NA	      KOTCH	        NA	13	 8	1993		
       138	   760	    8986	 8986	   DANIELA	        NA	       KOCH	        NA	13	 8	1993	     0	  16.7

       139	   759	    3009	 3009	     PETER	        NA	  SCHROEDER	        NA	18	 1	1997		
       139	   759	    4100	 4100	    PETERJ	        NA	  SCHROEDER	        NA	18	 1	1997	     0	  16.7

       140	   228	    1422	 1422	    WERNER	        NA	   HOFFMANN	        NA	71	11	1964		
       140	   228	    4524	 4524	    WERNER	        NA	   HOFFMANN	        NA	17	11	1964	     0	  16.7

       141	   757	    7622	 7622	    HEIKET	        NA	     BERGER	        NA	13	 7	1963		
       141	   757	    8742	 8742	     HEIKE	        NA	     BERGER	        NA	13	 7	1963	     0	  16.7

       142	   756	    5966	 5966	 CHRISTTEL	        NA	      MAIER	        NA	12	 6	1966		
       142	   756	    7775	 7775	  CHRISTEL	        NA	      MAIER	        NA	12	 6	1966	     0	  16.7

       143	   755	    5170	 5170	     HELGA	   MARTINA	       KUHJ	        NA	30	10	1959		
       143	   755	    7338	 7338	     HELGA	   MARTINA	       KUHN	        NA	30	10	1959	     0	  16.6

       144	   754	    5693	 5693	    INGRID	        NA	   HOFFMANN	        NA	11	10	1963		
       144	   754	    9518	 9518	    INGRID	        NA	   HOFFMANN	        NA	11	10	1968	     0	  16.6

       145	   753	    2025	 2025	    FRAINK	        NA	      FRANK	        NA	21	 2	2004		
       145	   753	    3932	 3932	     FRANK	        NA	      FRANK	        NA	21	 2	2004	     0	  16.6

       146	   752	     831	  831	    PEPTER	        NA	      FRANK	        NA	 1	 7	1990		
       146	   752	    2230	 2230	     PETER	        NA	      FRANK	        NA	 1	 7	1990	     0	  16.6

       147	   751	    7671	 7671	  BARBAVRA	        NA	    KOERTIG	        NA	19	 8	1951		
       147	   751	    9104	 9104	   BARBARA	        NA	    KOERTIG	        NA	19	 8	1961	     0	  16.6

       148	   750	     460	  460	     MAWIK	        NA	     BERGER	        NA	13	 6	1978		
       148	   750	    4743	 4743	      MAIK	        NA	     BERGER	        NA	13	 6	1978	     0	  16.6

       149	   749	    5203	 5203	     KARIN	        NA	    RICHTER	        NA	18	 1	1973		
       149	   749	    8241	 8241	     KARIN	        NA	    RICHTER	        NA	19	 1	1965	     0	  16.6

       150	   748	    5792	 5792	   BIRGITR	        NA	    SCHULZE	        NA	17	 8	1998		
       150	   748	    9115	 9115	    BIRGIT	        NA	    SCHULZE	        NA	17	 8	1998	     0	  16.5

       151	   747	    2709	 2709	  GUENTHER	 CHRISTIAN	    SCHMIDT	        NA	12	12	1932		
       151	   747	    4309	 4309	  GUENTHER	 CHRISTIAN	    SCHMIDT	        NA	12	11	1932	     0	  16.5

       152	   746	    8697	 8697	    PETERA	        NA	     KAISER	        NA	30	 5	1999		
       152	   746	    9586	 9586	     PETRA	        NA	     KAISER	        NA	30	 5	1999	     0	  16.5

       153	   745	    1509	 1509	    BERNSD	        NA	     KAISER	        NA	17	 2	1961		
       153	   745	    3112	 3112	     BERND	        NA	     KAISER	        NA	17	 2	1961	     0	  16.5

       154	   744	    7930	 7930	  CLAXUDIA	        NA	      LANGE	        NA	19	 5	1960		
       154	   744	    7944	 7944	   CLAUDIA	        NA	      LANGE	        NA	19	 5	1960	     0	  16.4

       155	   743	    6477	 6477	  SUSAXNNE	        NA	    SCHMITZ	        NA	13	 5	1999		
       155	   743	    8544	 8544	   SUSANNE	        NA	    SCHMITZ	        NA	13	 5	1999	     0	  16.4

       156	   742	     350	  350	    BERNHD	        NA	    KRUEGER	        NA	17	 5	1968		
       156	   742	    1706	 1706	     BERND	        NA	    KRUEGER	        NA	17	 5	1968	     0	  16.4

       157	   741	    9429	 9429	  CLAUNDIA	        NA	  SCHROEDER	        NA	31	 8	1989		
       157	   741	    9848	 9848	   CLAUDIA	        NA	  SCHROEDER	        NA	31	 8	1989	     0	  16.4

       158	   740	    6114	 6114	   GISESLA	        NA	    SCHMITZ	        NA	14	 2	1950		
       158	   740	    9599	 9599	    GISELA	        NA	    SCHMITZ	        NA	14	 2	1950	     0	  16.4

       159	   163	    5787	 5787	    SABINE	        NA	   HOFFMANN	        NA	16	11	1976		
       159	   163	    9770	 9770	    SABINE	        NA	  HOFFMMANN	        NA	16	11	1976	     0	  16.3

       160	   738	    1278	 1278	     HANSS	        NA	  SCHREIBER	        NA	27	11	2008		
       160	   738	    1280	 1280	      HANS	        NA	  SCHREIBER	        NA	27	11	2008	     0	  16.2

       161	   737	    6560	 6560	     HELGA	        NA	     BECKER	        NA	15	10	1930		
       161	   737	    8538	 8538	    HELGAX	        NA	     BECKER	        NA	15	10	1930	     0	  16.2

       162	   736	    8287	 8287	   KATHRIN	        NA	    SCHMIDT	        NA	20	10	1964		
       162	   736	    8800	 8800	  KATHRYIN	        NA	    SCHMIDT	        NA	20	10	1964	     0	  16.2

       163	   735	    2289	 2289	 WOLFGANGR	        NA	       KOCH	        NA	14	 4	2003		
       163	   735	    4865	 4865	  WOLFGANG	        NA	       KOCH	        NA	14	 4	2003	     0	  16.2

       164	   734	    6823	 6823	     KARIN	        NA	    FISCHER	        NA	12	11	1948		
       164	   734	    8016	 8016	     KARIN	        NA	    FISCHER	        NA	17	11	1962	     0	  16.2

       165	   733	     936	  936	  WILVHELM	        NA	       HAHN	        NA	28	11	1979		
       165	   733	     986	  986	   WILHELM	        NA	       HAHN	        NA	28	11	1979	     0	  16.2

       166	   732	    1370	 1370	    WALTER	        NA	    MUELLER	        NA	 1	 1	1993		
       166	   732	    3666	 3666	    WALTER	        NA	    MUELLER	        NA	31	 1	1964	     0	  16.2

       167	   731	    1232	 1232	   THOEMAS	        NA	     JAEGER	        NA	 6	12	1967		
       167	   731	    1790	 1790	    THOMAS	        NA	     JAEGER	        NA	 6	12	1967	     0	  16.2

       168	   730	    9268	 9268	      UTBE	        NA	      GROSS	        NA	12	 5	1932		
       168	   730	    9279	 9279	       UTE	        NA	      GROSS	        NA	12	 5	1932	     0	  16.2

       169	   729	    2869	 2869	     RALFC	        NA	      KUEHN	        NA	25	11	2005		
       169	   729	    3839	 3839	      RALF	        NA	      KUEHN	        NA	25	11	2005	     0	  16.2

       170	   728	     346	  346	    HORSST	        NA	       KUHN	        NA	 4	12	1959		
       170	   728	    3481	 3481	     HORST	        NA	       KUHN	        NA	 4	12	1959	     0	  16.1

       171	   382	    6455	 6455	   INGRIHD	        NA	      BAUER	        NA	13	 7	1997		
       171	   382	    9167	 9167	    INGRID	        NA	      BAUER	        NA	13	 7	1997	     0	  16.1

       172	   726	    1426	 1426	    PETEHR	        NA	       KOCH	        NA	17	 7	1969		
       172	   726	    2102	 2102	     PETER	        NA	       KOCH	        NA	17	 7	1969	     0	  16.1

       173	   725	    5360	 5360	  IRMGALRD	        NA	       LANG	        NA	27	 1	1980		
       173	   725	    5868	 5868	   IRMGARD	        NA	       LANG	        NA	27	 1	1980	     0	  16.1

       174	   724	    5043	 5043	   FRIENDA	        NA	    RICHTER	        NA	31	 7	1979		
       174	   724	    7519	 7519	    FRIEDA	        NA	    RICHTER	        NA	31	 7	1979	     0	  16.1

       175	    85	    6308	 6308	 ELISABETH	     JUTTA	     BECKER	        NA	17	12	1948		
       175	    85	    7552	 7552	 ELISABETH	        NA	     BECKER	        NA	21	12	1937	     0	  16.1

       176	   722	    1722	 1722	   ALFREMD	        NA	   HOFFMANN	        NA	18	 3	1937		
       176	   722	    3653	 3653	    ALFRED	        NA	   HOFFMANN	        NA	18	 3	1937	     0	  16.0

       177	   721	    6313	 6313	    KARIFN	        NA	      BAUER	        NA	20	 5	2003		
       177	   721	    6742	 6742	     KARIN	        NA	      BAUER	        NA	20	 5	2003	     0	  16.0

       178	   414	    6727	 6727	  CHRISCTA	        NA	   GUENTHER	        NA	29	10	1969		
       178	   414	    9283	 9283	   CHRISTA	        NA	   GUENTHER	        NA	29	10	1969	     0	  16.0

       179	   719	     110	  110	    HEINZA	        NA	    WINKLER	        NA	 7	12	1965		
       179	   719	    1867	 1867	     HEINZ	        NA	    WINKLER	        NA	 7	12	1965	     0	  16.0

       180	   718	    4170	 4170	    JOERGF	        NA	   ALBRECHT	        NA	25	10	1979		
       180	   718	    4394	 4394	     JOERG	        NA	   ALBRECHT	        NA	25	10	1979	     0	  15.9

       181	   717	    1514	 1514	 WOLFGAMNG	        NA	      HUBER	        NA	 4	 1	1959		
       181	   717	    4894	 4894	  WOLFGANG	        NA	      HUBER	        NA	 4	 1	1959	     0	  15.9

       182	   716	     123	  123	     PETER	        NA	  SCHNEIDER	        NA	16	 1	1940		
       182	   716	    4161	 4161	    PETERR	        NA	  SCHNEIDER	        NA	16	 1	1940	     0	  15.9

       183	   715	    2460	 2460	CHRISTILAN	        NA	      WEBER	        NA	14	 5	1969		
       183	   715	    2752	 2752	 CHRISTIAN	        NA	      WEBER	        NA	14	 5	1969	     0	  15.9

       184	   714	    2184	 2184	    FRANNK	        NA	     LORENZ	        NA	 2	12	1951		
       184	   714	    4482	 4482	     FRANK	        NA	     LORENZ	        NA	 2	12	1951	     0	  15.8

       185	   713	     571	  571	     INGOT	        NA	   GUENTHER	        NA	26	 1	1966		
       185	   713	    4835	 4835	      INGO	        NA	   GUENTHER	        NA	26	 1	1966	     0	  15.8

       186	   712	    1090	 1090	  MICHAELL	        NA	      WEBER	        NA	31	 3	1976		
       186	   712	    4382	 4382	   MICHAEL	        NA	      WEBER	        NA	31	 3	1976	     0	  15.8

       187	   711	    2099	 2099	    RAINER	        NA	   HOFFMANN	        NA	10	12	1978		
       187	   711	    2961	 2961	    RAINER	        NA	   HOFFMSNN	        NA	10	12	1978	     0	  15.8

       188	   710	    6041	 6041	       UTE	        NA	    SCHMITD	        NA	19	 4	1940		
       188	   710	    6258	 6258	       UTE	        NA	    SCHMIDT	        NA	19	 4	1940	     0	  15.7

       189	   709	    8616	 8616	    KARWIN	        NA	      MEYER	        NA	12	 5	1950		
       189	   709	    8713	 8713	     KARIN	        NA	      MEYER	        NA	12	 5	1950	     0	  15.7

       190	   708	    1863	 1863	  WILFRIED	     FRANK	  SCHNEIDER	        NA	29	 3	1959		
       190	   708	    3209	 3209	  WILFRIED	     FRANK	  SCHNEIDER	        NA	92	 3	1959	     0	  15.7

       191	   707	    3378	 3378	 CHRISTIAN	        NA	    FISCHER	        NA	21	12	1999		
       191	   707	    4230	 4230	 CHRISTIAN	        NA	    FISCEHR	        NA	21	12	1999	     0	  15.7

       192	   706	    5141	 5141	      ILSE	        NA	    SCHUERT	        NA	14	 8	1935		
       192	   706	    7717	 7717	      ILSE	        NA	   SCHUBERT	        NA	14	 8	1935	     0	  15.6

       193	   705	    1409	 1409	  MICHAEHL	        NA	  SCHNEIDER	        NA	12	 4	1982		
       193	   705	    1979	 1979	   MICHAEL	        NA	  SCHNEIDER	        NA	12	 4	1982	     0	  15.6

       194	   456	     547	  547	    RUDOLF	        NA	    MUELLER	        NA	15	11	1926		
       194	   456	    1656	 1656	    RUDOLF	        NA	    MUELLDR	        NA	15	11	1926	     0	  15.6

       195	   703	    2271	 2271	    HEIKCO	        NA	     KAISER	        NA	27	11	1972		
       195	   703	    2960	 2960	     HEIKO	        NA	     KAISER	        NA	27	11	1972	     0	  15.6

       196	   702	    3084	 3084	    WERNER	        NA	    SCHMIDT	        NA	21	11	1975		
       196	   702	    3513	 3513	   WERNERG	        NA	    SCHMIDT	        NA	21	11	1975	     0	  15.6

       197	   701	    5826	 5826	  INGEBORG	        NA	     BECKER	        NA	21	 1	2000		
       197	   701	    7696	 7696	  INGEBORG	        NA	     BECLER	        NA	21	 1	2000	     0	  15.5

       198	   700	    7550	 7550	     ANFJA	        NA	    FISCHER	        NA	31	 7	1980		
       198	   700	    9077	 9077	      ANJA	        NA	    FISCHER	        NA	31	 7	1980	     0	  15.5

       199	   699	    1510	 1510	     KLAUS	        NA	    SCHMIDT	        NA	10	12	2003		
       199	   699	    2589	 2589	    KLAUSN	        NA	    SCHMIDT	        NA	10	12	2003	     0	  15.5

       200	   698	    2242	 2242	     HEINZ	        NA	    SCHUULZ	        NA	18	 2	1979		
       200	   698	    3266	 3266	     HEINZ	        NA	     SCHULZ	        NA	18	 2	1979	     0	  15.5

       201	   291	     138	  138	    DANIEL	        NA	    SCHMIDT	        NA	15	11	1964		
       201	   291	    1480	 1480	    DANIEL	        NA	    SCHMKDT	        NA	15	11	1964	     0	  15.5

       202	    93	    2219	 2219	  GUENTHER	        NA	    MUELLER	        NA	 1	11	1955		
       202	    93	    3008	 3008	  GUENTHER	        NA	    MUELLER	        NA	16	11	1985	     0	  15.3

       203	    93	    1295	 1295	  GUENTHER	        NA	    MUELLER	        NA	19	11	1993		
       203	    93	    2219	 2219	  GUENTHER	        NA	    MUELLER	        NA	 1	11	1955	     0	  15.3

       204	    93	    1295	 1295	  GUENTHER	        NA	    MUELLER	        NA	19	11	1993		
       204	    93	    3008	 3008	  GUENTHER	        NA	    MUELLER	        NA	16	11	1985	     0	  15.3

       205	    93	      22	   22	  GUENTHER	        NA	    MUELLER	        NA	17	11	1994		
       205	    93	    1295	 1295	  GUENTHER	        NA	    MUELLER	        NA	19	11	1993	     0	  15.3

       206	    93	      22	   22	  GUENTHER	        NA	    MUELLER	        NA	17	11	1994		
       206	    93	    3008	 3008	  GUENTHER	        NA	    MUELLER	        NA	16	11	1985	     0	  15.3

       207	    93	      22	   22	  GUENTHER	        NA	    MUELLER	        NA	17	11	1994		
       207	    93	    2219	 2219	  GUENTHER	        NA	    MUELLER	        NA	 1	11	1955	     0	  15.3

       208	   690	    1929	 1929	    TOBIAS	        NA	     WINTER	        NA	20	 3	1925		
       208	   690	    3948	 3948	    TOBIAS	        NA	     WINTER	        NA	20	 7	1925	     0	  15.3

       209	   689	    5234	 5234	     ERIKA	        NA	    SCHMITT	        NA	14	 1	1961		
       209	   689	    8308	 8308	     ERIKA	        NA	    SCHMIDT	        NA	14	 1	1951	     0	  15.3

       210	   688	    3300	 3300	  WOLFGANG	        NA	    MUELLER	        NA	16	 1	2002		
       210	   688	    4936	 4936	 WOLFGIANG	        NA	    MUELLER	        NA	16	 1	2002	     0	  15.3

       211	   161	    9842	 9842	      ANNA	        NA	    MUELLER	        NA	20	11	1965		
       211	   161	    9854	 9854	     ANNRA	        NA	    MUELLER	        NA	20	11	1965	     0	  15.3

       212	   686	    1843	 1843	      UKWE	        NA	    SCHWARZ	        NA	17	 9	1963		
       212	   686	    2045	 2045	       UWE	        NA	    SCHWARZ	        NA	17	 9	1963	     0	  15.3

       213	   685	    5440	 5440	    URSULA	        NA	    MUELLER	        NA	16	12	1961		
       213	   685	    6212	 6212	   URSULTA	        NA	    MUELLER	        NA	16	12	1961	     0	  15.3

       214	   684	    5881	 5881	     HELGA	        NA	 SCHROTEDER	        NA	 5	 1	1949		
       214	   684	    7695	 7695	     HELGA	        NA	  SCHROEDER	        NA	 5	 1	1949	     0	  15.2

       215	   683	    7857	 7857	   MARTINA	    SILVIA	       HORN	        NA	 5	 8	1967		
       215	   683	    8869	 8869	  MARTINSA	    SILVIA	       HORN	        NA	 5	 8	1967	     0	  15.2

       216	   682	    5851	 5851	    ANDREA	     KARIN	       KOCH	        NA	 5	12	1980		
       216	   682	    9278	 9278	    ANDREA	     KARIN	        KOH	        NA	 5	12	1980	     0	  15.2

       217	   681	     609	  609	     FRITZ	        NA	     KELLER	        NA	11	 4	1980		
       217	   681	    1358	 1358	     FRITZ	        NA	     KELLER	        NA	11	 4	1970	     0	  15.2

       218	   680	     937	  937	     MARRK	        NA	   SCHAEFER	        NA	28	 1	1947		
       218	   680	    4886	 4886	      MARK	        NA	   SCHAEFER	        NA	28	 1	1947	     0	  15.1

       219	   679	    8934	 8934	    URSULA	        NA	   KRUEGEDR	        NA	13	 7	2006		
       219	   679	    9555	 9555	    URSULA	        NA	    KRUEGER	        NA	13	 7	2006	     0	  15.1

       220	   678	    7865	 7865	    HEIVKE	        NA	    RICHTER	        NA	 9	12	1953		
       220	   678	    9950	 9950	     HEIKE	        NA	    RICHTER	        NA	 9	12	1953	     0	  15.1

       221	   677	    9606	 9606	 INGEBUORG	        NA	     SCHULZ	        NA	 5	10	1956		
       221	   677	    9616	 9616	  INGEBORG	        NA	     SCHULZ	        NA	 5	10	1956	     0	  15.1

       222	   676	    1773	 1773	   JUERGEN	        NA	    SCHMITT	        NA	17	 1	1974		
       222	   676	    2325	 2325	   JUERGEN	        NA	    SCHMIRT	        NA	17	 1	1974	     0	  15.1

       223	   675	    5757	 5757	   URSUHLA	        NA	    SCHMIDT	        NA	15	 6	1968		
       223	   675	    9420	 9420	    URSULA	        NA	    SCHMIDT	        NA	15	 6	1968	     0	  15.1

       224	   674	    5293	 5293	   RENATAE	        NA	    SCHMIDT	        NA	18	 3	1924		
       224	   674	    5950	 5950	    RENATE	        NA	    SCHMIDT	        NA	18	 3	1924	     0	  15.1

       225	   673	    6936	 6936	   SABIINE	        NA	     KAISER	        NA	26	12	1937		
       225	   673	    9082	 9082	    SABINE	        NA	     KAISER	        NA	26	12	1937	     0	  15.1

       226	   672	    7574	 7574	    SONVJA	        NA	    SCHMIDT	        NA	15	 9	2008		
       226	   672	    7984	 7984	     SONJA	        NA	    SCHMIDT	        NA	15	 9	2008	     0	  15.0

       227	   671	    3130	 3130	      SVEN	        NA	      HOYRN	        NA	18	 5	1940		
       227	   671	    4386	 4386	      SVEN	        NA	       HORN	        NA	18	 5	1940	     0	  14.9

       228	   670	    1962	 1962	      UWEY	        NA	     BECKER	        NA	11	 9	1967		
       228	   670	    2942	 2942	       UWE	        NA	     BECKER	        NA	11	 9	1967	     0	  14.9

       229	   669	    6983	 6983	KATHDARINA	        NA	    MUELLER	        NA	20	 3	1968		
       229	   669	    8926	 8926	 KATHARINA	        NA	    MUELLER	        NA	20	 3	1968	     0	  14.9

       230	   668	    7101	 7101	   GISEPLA	        NA	      WEBER	        NA	25	12	1979		
       230	   668	    8566	 8566	    GISELA	        NA	      WEBER	        NA	25	12	1979	     0	  14.8

       231	   667	    1885	 1885	    THOMAS	        NA	    MOELELR	        NA	21	 9	1981		
       231	   667	    2127	 2127	    THOMAS	        NA	    MOELLER	        NA	21	 9	1981	     0	  14.8

       232	   666	    3836	 3836	  MANFRXED	        NA	    MUELLER	        NA	21	 5	1957		
       232	   666	    4133	 4133	   MANFRED	        NA	    MUELLER	        NA	21	 5	1957	     0	  14.8

       233	   665	    1766	 1766	      JENS	        NA	    PETHERS	        NA	29	12	1971		
       233	   665	    3749	 3749	      JENS	        NA	     PETERS	        NA	29	12	1971	     0	  14.8

       234	    40	      51	   51	  MATTHIAS	        NA	   MUELLLER	        NA	24	 1	1993		
       234	    40	    4165	 4165	  MATTHIAS	        NA	    MUELLER	        NA	24	 1	1993	     0	  14.7

       235	     1	    1990	 1990	       UWE	        NA	    SCHMIDT	        NA	 1	12	1928		
       235	     1	    2557	 2557	       UWE	      JENS	    SCHMIDT	        NA	17	12	1969	     0	  14.7

       236	   662	    3462	 3462	     PETER	        NA	     KAISER	        NA	13	10	1992		
       236	   662	    3931	 3931	     PETER	        NA	     KAISEP	        NA	13	10	1992	     0	  14.7

       237	   661	    5165	 5165	  CORNELIA	        NA	   SCHUBERT	        NA	16	 3	1987		
       237	   661	    9113	 9113	 CORNEHLIA	        NA	   SCHUBERT	        NA	16	 3	1987	     0	  14.6

       238	   660	    5209	 5209	CHRISTIANE	        NA	     LORENZ	        NA	18	 4	1959		
       238	   660	    5607	 5607	CHRISTIANE	        NA	     LORENZ	        NA	18	 4	1953	     0	  14.6

       239	   659	    4481	 4481	    WERNER	        NA	     MEIEAR	        NA	16	 5	1963		
       239	   659	    4545	 4545	    WERNER	        NA	      MEIER	        NA	16	 5	1963	     0	  14.6

       240	   658	    6417	 6417	      INGE	        NA	    KOERNIG	        NA	10	 4	1972		
       240	   658	    8836	 8836	      INGE	        NA	    KOERTIG	        NA	10	 5	1972	     0	  14.6

       241	   290	    3907	 3907	     SVEHN	        NA	    MUELLER	        NA	16	 4	1958		
       241	   290	    3961	 3961	      SVEN	        NA	    MUELLER	        NA	16	 4	1958	     0	  14.6

       242	   656	    6991	 6991	    INGRID	        NA	     SIMONK	        NA	17	 2	2007		
       242	   656	    8385	 8385	    INGRID	        NA	      SIMON	        NA	17	 2	2007	     0	  14.6

       243	   655	     130	  130	  HEINRICH	 CHRISTIAN	      STEIN	        NA	29	 6	1946		
       243	   655	     245	  245	  HEINRICH	 CHRISTIAN	      STEIN	        NA	28	 6	1946	     0	  14.5

       244	   654	    1564	 1564	   PHILIPP	        NA	       WOLF	        NA	30	 9	1938		
       244	   654	    1763	 1763	  PHILGIPP	        NA	       WOLF	        NA	30	 9	1938	     0	  14.5

       245	   653	    1941	 1941	    DIETER	        NA	    HARTMNN	        NA	 8	11	1965		
       245	   653	    3318	 3318	    DIETER	        NA	   HARTMANN	        NA	 8	11	1965	     0	  14.5

       246	   652	    2314	 2314	  GUENTHER	        NA	     WEBERH	        NA	12	 5	1967		
       246	   652	    4484	 4484	  GUENTHER	        NA	      WEBER	        NA	12	 5	1967	     0	  14.5

       247	   651	    1523	 1523	    ULRICH	        NA	       ROTH	        NA	21	12	1976		
       247	   651	    2832	 2832	    ULRICH	        NA	       ROTH	        NA	21	 3	1969	     0	  14.5

       248	   650	    8739	 8739	    RENATE	        NA	     MEIJER	        NA	13	 3	1950		
       248	   650	    9216	 9216	    RENATE	        NA	      MEIER	        NA	13	 3	1950	     0	  14.5

       249	   649	     565	  565	      OLAF	        NA	      GROSS	        NA	12	 3	1997		
       249	   649	    3708	 3708	     OLANF	        NA	      GROSS	        NA	12	 3	1997	     0	  14.4

       250	   648	    5593	 5593	  STEFANIE	        NA	    MUELLER	        NA	12	 1	1952		
       250	   648	    5594	 5594	  STEFANIE	        NA	    MUELLEO	        NA	12	 1	1952	     0	  14.4

       251	   647	    3288	 3288	    MARTIN	     PETER	    MUELLER	        NA	27	11	2006		
       251	   647	    4533	 4533	    MARTIN	     PETER	    MUELJER	        NA	27	11	2006	     0	  14.4

       252	   646	    6771	 6771	    FRIEDA	    INGRID	      HUBER	        NA	 4	 3	1988		
       252	   646	    9357	 9357	   FRIERDA	    INGRID	      HUBER	        NA	 4	 3	1988	     0	  14.4

       253	   645	    6547	 6547	    BRITTA	    MARION	     BRANDT	        NA	 7	 8	1957		
       253	   645	    7249	 7249	   BRIATTA	    MARION	     BRANDT	        NA	 7	 8	1957	     0	  14.4

       254	   133	    7259	 7259	  BRIGITTE	        NA	    MUELLER	        NA	13	 1	1974		
       254	   133	    8378	 8378	    BIRGIT	        NA	    MUELLER	        NA	13	 1	1933	     0	  14.3

       255	   234	    5107	 5107	     EDITH	        NA	       OTTO	        NA	14	10	1973		
       255	   234	    9864	 9864	     EDITH	        NA	       OTTO	        NA	14	19	1973	     0	  14.3

       256	   640	    7939	 7939	    MARION	        NA	       HORN	        NA	20	 5	1964		
       256	   640	    8831	 8831	    MARION	        NA	       HORN	        NA	20	 2	1947	     0	  14.3

       257	   640	    8831	 8831	    MARION	        NA	       HORN	        NA	20	 2	1947		
       257	   640	    9492	 9492	    MARION	        NA	       HORN	        NA	20	 4	1964	     0	  14.3

       258	   640	    7939	 7939	    MARION	        NA	       HORN	        NA	20	 5	1964		
       258	   640	    9492	 9492	    MARION	        NA	       HORN	        NA	20	 4	1964	     0	  14.3

       259	   639	     230	  230	     MARCO	        NA	    LEHMANN	        NA	18	 7	1944		
       259	   639	     885	  885	     MARCO	        NA	    LEHMANN	        NA	16	 7	1944	     0	  14.3

       260	   638	    1959	 1959	   MANFRED	      HANS	     PETWRS	        NA	25	 5	1987		
       260	   638	    2728	 2728	   MANFRED	      HANS	     PETERS	        NA	25	 5	1987	     0	  14.3

       261	   637	    6844	 6844	     GERDA	        NA	    FISCJER	        NA	11	 2	1981		
       261	   637	    8774	 8774	     GERDA	        NA	    FISCHER	        NA	11	 2	1981	     0	  14.2

